110 457 1838 1 71 697 3 394 30 9313 3 451 325 0 536 2911 5 5099 8 7 81 300 4 1361 380 260 1696 49 10 1 1073 211 9798 1683 1 2260 54 304 12 204 2110 13 38 7066 5894 31 615 31 3 2107 0 9863 44 158 343 32 283 3 219 410 15 61 154 55 74 47 4894 4 1330 7854 1613 1035 81 2 394 149 1760 21 148 278 909 426 307 4467 283 828 13 1827 536 6972 81 305 220 1 271 5127 158 3 228 1683 124 1 885 54 185 44 59 3 391 45 9 2 1409 9 37 176 	4
16 24 7 33 0 130 7 27 439 1002 1839 627 1 25 142 332 8 43 5 12 49 4 249 9 831 0 534 23 353 13 2 2335 577 5 226 922 4 560 47 0 1149 1957 1013 1 200 4 470 1054 200 1 12 194 209 983 5795 209 1194 5 0 98 7 279 1 1217 2110 13 449 5 1923 5120 1 32 7 2 351 739 178 1 1080 4 618 849 1 352 407 292 10 0 321 44 143 8 4 49 	4
35 15 3915 810 1261 1224 284 130 117 7418 219 30 26 0 287 5 60 532 16 7 2 2470 130 181 10 0 395 1 12 327 73 62 121 9 236 7418 1110 2 33 99 202 532 1 230 17 473 58 238 139 257 2 279 202 135 1 951 130 9 8708 59 2 3253 66 1046 16 24 48 36 217 8 	5
7174 3 72 15 59 1 120 115 15 3196 79 15 23 352 2 5567 15 1058 15 19 38 203 9 0 2638 86 9 12 2638 7651 12 2638 168 14 51 3 1251 110 834 18 2 957 877 5196 27 3132 361 45 589 110 18 0 589 10 0 714 18 207 400 2098 60 1 6078 1253 2690 37 41 1 3 207 7174 4029 759 3129 21 252 21 581 91 2552 1042 12 459 160 115 91 39 308 37 1042 12 459 134 42 1245 1253 289 609 15 59 12 459 7 1927 13 59 15 66 146 681 610 42 94 3 26 385 1 2458 3 6 10 58 1736 2242 695 171 37 12 946 9 4383 79 3 173 71 12 258 173 760 15 31 20 310 1 91 241 7339 7013 71 760 15 64 179 179 179 14 3 72 0 4383 1 0 113 1014 10 0 1989 1 1044 178 27 36 1696 1324 2 170 9 11 	2
405 2 24 10 1078 11 361 96 75 334 402 1111 123 4 695 13 3856 552 369 1 1359 51 97 0 1400 212 47 46 139 99 1522 5647 720 2191 212 13 2460 1 644 1317 3 1260 56 19 377 0 2460 1570 607 0 44 2848 13 0 4557 797 8 6 75 3191 18 0 287 1174 14 8 7 0 1400 212 1 35 208 123 91 1695 8 117 208 0 118 8 219 30 324 347 1 0 644 1317 23 229 0 57 6 2498 1 113 0 29 127 41 978 378 1 56 19 62 76 35 15 103 915 0 6 39 75 69 153 134 64 1 96 78 99 481 1 3 488 233 	4
36 34 2 987 2602 7846 1131 8535 10 2 4302 76 712 882 1764 4 2824 2990 583 0 433 9 2 558 119 1814 6573 785 3 101 123 4 530 1 3 442 34 3 6 18 58 6300 5 0 54 4 85 2 691 4 691 5274 7 322 261 257 18 0 292 1266 6 960 620 27 3 469 208 38 11 1419 1349 14 25 1611 307 263 110 2677 12 5306 392 148 15 502 18 2 1626 32 23 275 213 1 707 10 0 41 60 5196 1 4 0 1876 1 527 30 38 2529 4 1 47 0 	3
16 24 7 27 335 8 7 162 153 21 2 1718 1254 412 8 3722 64 10 0 635 0 29 1 248 23 25 14 162 5 38 3 34 11 3 61 451 12 506 42 4 45 248 1 0 4036 18 0 611 3 468 11 32 28 65 249 11 1877 2903 292 0 318 61 30 2 2689 1 0 679 1 2140 48 5 29 61 30 6869 14 252 15 45 3169 16 7 2 25 24 4 253 	4
5584 5584 191 2864 1693 191 62 2 235 360 5 2864 9 236 1 22 781 51 3 602 11 17 28 2222 0 191 181 1 1070 39 159 0 433 607 46 5093 799 409 4966 14 92 43 253 77 1560 4966 73 0 266 194 333 11 2864 22 825 812 539 1567 819 212 144 1761 820 225 1097 540 1 17 19 2 235 216 532 31 80 57 7 576 1 209 719 120 6 52 384 187 119 719 68 9 121 830 1 1530 1 3954 7163 9 52 174 857 4966 465 115 2 823 508 933 16 137 98 36 90 2 33 767 511 178 2 235 114 58 229 216 6250 1 1584 1502 311 31 8599 15 140 132 0 237 409 2864 0 181 10 270 4271 3068 7 140 314 14 3 488 233 1145 41 4966 4 730 8 48 39 2 4 191 4966 1 2154 9 37 105 4 299 	4
302 4 49 9 1390 170 9 2 485 177 16 53 3 251 0 29 1 57 4 30 3561 4 52 187 7257 359 1 3 806 0 1242 1328 2556 1576 1 3 146 278 8 7 46 1828 284 8 6 27 25 11 3 69 21 30 1906 176 53 20 68 22 0 796 3018 16 7 764 457 9 2 188 342 14 8 6 823 20 22 0 329 200 367 4 858 8 6 2 5090 445 2 367 1413 1311 1461 2091 13 1248 6448 1 2 367 1248 1060 328 1045 4000 38 25 269 6 238 47 495 4 858 16 53 3 106 3815 20 69 497 39 283 21 26 139 	4
405 294 47 12 1063 201 44 562 274 791 1 97 0 288 8 6 25 	4
20 22 177 42 365 52 1396 8 6 12 105 53 26 1 3 6 153 516 13 0 268 5 46 29 1 387 57 3 22 0 2012 3162 13 592 5022 1144 63 6 169 20 806 0 562 1606 9 519 63 6 193 33 517 0 2486 28 50 144 77 885 5 653 12 918 4 0 9885 181 110 611 16 444 150 160 	4
16 24 7 60 1041 1302 10 0 774 725 1124 90 25 872 725 1 768 537 9 424 1819 0 2875 7 153 1569 14 65 272 9710 3000 	3
133 29 169 2174 1 357 1097 163 284 3 19 613 42 73 62 261 619 5 229 105 4 495 17 19 285 3903 2313 7472 15 61 146 0 7472 18 0 114 51 15 451 10 707 23 21 1401 925 0 9911 7 81 2313 27 2738 18 0 53 5 444 15 69 45 226 203 0 4178 7 277 1 485 27 15 61 50 232 0 1166 14 140 45 0 2078 0 266 7 810 13 0 1278 0 126 6 144 1 0 1342 627 5 301 4178 155 8 6 277 31 295 31 716 49 0 544 23 542 1346 1 684 0 641 7 542 437 1 4638 13 886 15 560 18 0 99 3 72 0 5 55 1 0 8653 5 625 405 826 73 81 62 25 96 0 1705 44 136 272 5 1241 1 15 952 348 30 434 	5
92 2 222 397 5 183 9214 10 2 2756 234 3 50 50 479 4 30 292 7219 1820 1051 4 326 37 64 10 12 1121 161 313 7 40 1358 1 61 45 50 755 18 1199 3 259 4 305 2 74 166 5 9458 27 3 521 31 0 1219 6 9450 25 517 32 28 67 2 125 625 155 18 16 3153 196 1531 1789 7 58 3199 13 218 3707 1 9551 4 426 8 729 34 2 14 116 79 15 685 10 2 1088 8921 176 4 55 7437 9113 486 0 2886 7 572 8296 27 15 61 702 65 53 1652 0 536 1855 606 6328 18 185 15 23 246 11 132 4 143 46 53 1 1766 2 74 32 23 188 2134 599 0 3199 11 4033 1274 3789 31 80 31 129 710 1679 13 8395 4 413 15 0 2469 5 0 3384 15 61 146 10 0 1640 45 48 49 292 15 69 72 8 31 94 31 3 85 	5
20 39 231 16 41 16 775 1926 139 26 855 2251 176 401 36 2 5369 972 380 185 15 448 70 0 4651 252 854 902 60 3893 0 1821 1130 0 1041 1160 1 367 14 68 399 954 1821 34 1701 1598 1 329 1546 28 68 667 17 473 2 232 5 136 5 0 1053 1 15 61 862 1536 1257 5 8552 10 60 3432 17 68 473 2 571 5 1041 972 380 726 9 60 22 2 1017 5 0 1701 1598 1 1824 8552 13 2 331 5 726 0 972 682 6 2021 1023 1 80 1252 30 3008 70 42 10 0 1347 	5
27 3 106 58 2925 3304 42 26 16 678 9 2 125 2149 20 72 46 5647 131 638 1249 17 19 2 25 245 5 356 1944 2399 1 1150 989 1 35 77 1655 1495 46 192 150 30 919 68 46 2556 7 50 25 1 424 1 46 1643 196 9362 23 89 960 27 42 7 185 0 2610 429 10 0 199 359 1 3 291 4 49 2457 9 242 250 271 107 649 7655 203 34 976 1108 379 66 45 94 83 254 10 2 638 965 80 0 187 53 20 115 16 3 251 12 254 643 160 9 8 4 30 0 1314 776 1 5280 3 22 1066 254 14 3 22 745 5 8 11 28 776 1 5280 71 8608 2014 3 264 8 6 2 6522 5 0 1059 14 3 6329 6886 8 1 11 1421 6 776 1 5280 3 917 2075 294 12 284 1 111 19 3 149 97 254 47 46 460 183 173 82 68 1197 65 10 1655 1115 42 21 4 979 34 2 3360 14 15 2182 77 21 1655 12 176 595 5 288 42 77 286 13 46 2399 1 46 1643 1 1249 1 352 14 35 8 429 4 254 77 41 0 94 903 3820 1120 678 0 408 1120 678 	2
20 2192 857 16 74 24 10 2 3798 798 557 70 4405 14 8 555 48 183 2 40 161 4405 396 8 7 810 11 0 438 69 21 30 0 6639 5 1543 4111 2177 615 14 16 7 2 240 8485 265 5 24 32 7 68 71 500 10 392 42 35 15 23 3409 9 53 79 8 7 21 378 29 70 136 4162 5 0 5671 162 2512 0 29 7 25 50 25 0 1298 394 19 1232 149 78 1997 1003 79 32 6 71 18 0 99 168 7 10 1511 3 22 0 2485 342 1 12 2516 22 0 992 4596 1 274 186 740 127 13 2 357 4189 330 11 3 19 22 26 164 167 14 16 43 6 27 94 116 0 2485 342 127 13 2485 5 346 2 5449 135 855 11 374 756 1 55 5 0 959 82 165 22 8 6 2 235 577 5 29 14 8 6 27 25 11 3 6 4408 4 107 58 453 190 5 959 4 49 13 0 1472 0 992 6 1032 40 210 68 77 21 94 5 2 992 360 27 3 104 96 8 0 4061 274 6 40 210 172 40 1984 13 164 226 499 14 1213 5 84 28 2070 26 6804 9 0 2485 1 4458 9 0 992 342 0 192 23 65 83 582 381 51 15 1203 11 262 841 61 888 418 48 183 129 740 3 1132 11 3 106 5066 4 29 1 1813 1183 2 2485 11 3 3436 14 16 6 153 43 5 0 116 6475 5 0 1307 10 0 2276 191 178 3 69 153 30 64 1 283 176 53 289 96 0 95 	4
3 3703 4 191 431 9 224 47 0 550 3767 4 0 558 1 0 105 182 250 85 1169 0 891 6 4 587 0 1783 1094 139 907 2577 82 111 97 47 0 99 44 22 46 177 57 14 46 139 907 6 229 40 978 585 728 58 970 450 8 319 21 3488 30 0 162 658 420 29 31 3 102 17 7293 0 948 2 166 14 0 499 28 238 1 0 571 6 25 306 46 1703 284 150 2280 0 409 1 46 674 95 13 0 1023 142 1 5 346 0 1063 743 142 77 165 64 10 191 141 0 1783 1094 69 30 43 5 0 105 249 3 49 	5
33 38 1912 245 35 15 23 220 9 55 865 44 819 11 7 334 4 154 96 42 17 69 256 19 8 3 68 72 11 17 19 1359 911 5979 439 0 800 431 19 216 6228 1 121 18 281 46 1243 9 5 2030 	4
77 4318 11 3 535 310 2 299 9 16 24 402 82 613 42 9 2 25 147 1 82 111 62 434 13 0 29 80 32 6 16 43 53 14 8 6 79 8 6 1560 41 77 489 13 11 8 2569 37 8 6 50 1358 11 119 7876 192 23 25 0 2583 23 25 1 36 39 300 4 407 10 0 147 836 0 4894 2252 163 258 82 458 42 73 22 2 25 53 13 58 1730 25 184 77 2 2360 9 0 13 126 1 2 190 5 3075 101 59 273 26 0 593 299 1938 3 50 102 208 0 162 1932 355 5 16 24 50 49 151 305 	5
